Customer Lifetime Value,Response,EmploymentStatus,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Total Claim Amount
3738.436222,No,Retired,27208,102,10,65,489.6
2725.356404,Yes,Employed,36650,69,2,70,56.60333
5453.861203,No,Employed,30855,68,7,15,259.060862
6846.150323,Yes,Unemployed,0,95,13,20,456
6172.914199,No,Employed,99960,76,19,83,364.8
10346.32454,No,Unemployed,0,98,1,15,470.4
6997.008618,No,Employed,55873,88,30,19,299.356083
4196.257691,No,Medical Leave,18052,111,5,71,699.1679
7858.109763,No,Employed,28937,104,28,23,117.959654
6064.343994,No,Unemployed,0,86,34,80,545.240341
17497.52201,Yes,Unemployed,0,73,9,94,350.4
8970.647312,No,Medical Leave,12829,118,33,1,328.231432
5923.117229,No,Employed,92163,73,3,79,66.568642
35850.59935,No,Disabled,17588,192,24,92,1382.4
4331.460674,No,Employed,82302,106,11,92,722.178166
13309.33517,No,Unemployed,0,127,19,40,609.6
4528.50489,No,Employed,70340,113,5,56,542.4
2791.906514,No,Unemployed,0,74,35,59,532.8
8092.87696,Yes,Employed,50825,102,3,46,369.614729
7996.00748,No,Employed,93459,99,9,85,655.41333
5129.738992,No,Employed,86148,65,19,51,312
5697.175238,No,Employed,27048,72,5,85,345.6
9217.130629,No,Employed,73259,115,7,31,673.34265
10208.92761,Yes,Employed,35482,129,21,59,619.2
4170.687348,Yes,Employed,29462,107,28,23,513.6
4505.405812,No,Employed,67801,115,12,45,23.810491
3107.568648,No,Unemployed,0,94,34,59,451.2
5528.664986,No,Medical Leave,16042,73,33,58,350.4
5045.866663,No,Employed,28056,64,32,41,307.2
2962.722482,No,Medical Leave,16495,85,25,75,408
8665.956372,No,Employed,41163,108,11,66,231.922173
11413.44115,No,Unemployed,0,161,3,71,772.8
15488.43196,No,Employed,33799,109,28,52,664.980242
6048.574243,No,Unemployed,0,61,17,71,292.8
5934.741492,No,Employed,87747,147,3,87,46.492039
3543.232138,No,Employed,35695,90,2,7,432
3490.028304,No,Employed,90985,87,33,39,78.085149
3683.099864,No,Unemployed,0,101,19,16,564.466556
5989.773931,Yes,Employed,66839,154,33,24,739.2
12500.84302,No,Unemployed,0,165,16,43,792
8609.158215,Yes,Employed,79090,107,2,74,289.040734
2497.45507,No,Employed,24825,64,34,44,155.938593
7019.177186,Yes,Retired,26806,63,32,19,302.4
5387.926265,No,Employed,56835,67,25,16,326.549425
6165.557517,No,Unemployed,0,88,12,54,653.65668
2730.20294,No,Employed,46135,69,12,68,103.935601
5162.116944,No,Unemployed,0,73,21,87,809.532341
7937.064822,No,Employed,22862,67,9,40,321.6
8608.157233,No,Employed,21450,110,8,80,528
2632.545795,No,Employed,95854,65,16,78,312
7785.004214,No,Employed,44897,99,22,46,580.72531
8255.76385,No,Employed,54040,103,14,88,59.987126
4980.825042,No,Employed,53265,62,12,27,238.005074
7457.237794,No,Unemployed,0,198,18,55,1577.674417
12302.76244,No,Employed,43817,62,25,12,245.447622
6862.508337,No,Employed,54780,88,22,72,135.26125
9048.983447,Yes,Unemployed,0,119,9,8,571.2
5548.031892,Yes,Employed,67798,69,1,78,331.2
8312.681598,No,Retired,21442,118,32,84,566.4
2389.980951,No,Employed,27615,62,19,18,297.6
4458.113369,Yes,Retired,17622,65,1,36,312
5295.741716,No,Employed,50200,135,23,98,637.063458
3839.606117,No,Unemployed,0,112,3,51,537.6
3731.504584,Yes,Unemployed,0,96,31,34,460.8
2778.903705,No,Employed,73570,70,0,46,75.936096
4016.541995,No,Unemployed,0,111,4,85,799.2
8236.917193,No,Unemployed,0,106,11,15,603.058114
2491.317024,Yes,Employed,36631,62,30,77,67.530904
2908.875917,No,Employed,35895,73,11,51,312.921256
4282.947971,Yes,Employed,40864,109,16,70,166.937747
8341.623748,No,Unemployed,0,118,15,77,566.4
5090.781344,No,Employed,93018,63,5,90,135.382194
7366.1883,No,Employed,70014,62,6,4,17.742954
2436.875126,No,Employed,48875,61,20,9,1.838367
8852.688689,No,Employed,67969,74,11,14,197.776009
23875.47675,No,Unemployed,0,108,8,55,612.102262
5600.496541,No,Employed,68665,69,33,67,331.2
4636.54647,Yes,Retired,26802,66,7,43,316.8
7573.345057,No,Unemployed,0,110,6,37,1193.036154
14696.63549,No,Employed,45345,125,0,73,600
12298.6863,Yes,Medical Leave,17101,113,1,88,542.4
7724.840065,No,Employed,32051,193,4,40,926.4
5946.670679,No,Employed,81139,74,22,69,392.6364
8000.545061,No,Employed,63834,100,23,19,215.226476
6457.560953,No,Employed,37548,81,12,9,160.598662
7281.44014,No,Unemployed,0,69,28,28,371.803029
2592.437797,Yes,Employed,72421,65,8,23,312
4678.423394,No,Employed,83102,116,15,35,443.670399
13869.92705,Yes,Employed,28432,118,1,59,612.300581
8717.777831,No,Employed,83707,108,2,72,290.391526
5233.986808,No,Employed,63259,65,25,14,316.795337
4764.189722,No,Unemployed,0,67,18,73,405.527937
2472.469209,Yes,Employed,63860,62,26,81,208.598246
5608.316348,No,Employed,67176,72,20,90,345.6
5505.057003,No,Employed,86132,68,30,10,301.437365
2606.208503,No,Employed,28519,66,1,56,456.473115
10481.94383,No,Employed,39102,88,11,98,152.338562
3256.766388,No,Unemployed,0,89,17,56,491.755368
30475.78048,No,Employed,97298,128,16,38,48.517439
6364.902164,No,Employed,41986,84,25,31,430.375049
9468.509337,No,Unemployed,0,88,6,47,633.6
5631.451866,No,Medical Leave,17291,73,3,25,350.4
7780.999262,No,Unemployed,0,74,0,52,246.489123
9816.528302,Yes,Employed,37256,62,15,7,128.969729
7519.133631,Yes,Employed,96306,95,12,17,185.355353
10179.71704,Yes,Retired,14290,271,20,40,1300.8
2772.839235,No,Employed,37038,71,6,97,9.071305
4037.501846,No,Employed,90760,103,5,7,133.475315
21435.87782,No,Employed,20668,188,34,54,902.4
2676.867914,No,Employed,54480,67,19,91,321.6
2523.959554,No,Medical Leave,16244,68,4,85,623.223617
6988.401604,No,Employed,22436,89,24,21,427.2
2695.963857,No,Employed,25544,68,18,30,326.4
2673.319593,No,Employed,28728,67,8,10,321.6
12157.32992,Yes,Employed,57449,103,6,28,494.4
2957.764017,No,Employed,83318,73,21,42,211.336937
7433.820995,No,Employed,55561,63,2,79,227.872071
3099.538005,No,Unemployed,0,102,18,32,862.762957
8415.684559,No,Employed,55308,107,17,74,513.6
26843.12452,No,Employed,36068,97,0,10,113.367765
13057.17071,No,Employed,48804,112,1,4,537.6
9599.950239,No,Unemployed,0,131,6,52,943.2
8535.108918,No,Employed,55790,111,4,40,117.672722
8293.481886,No,Employed,70258,69,20,65,225.145949
6846.150323,Yes,Unemployed,0,95,13,20,456
6636.859781,No,Employed,47274,83,32,26,182.432565
5802.83547,No,Unemployed,0,78,27,10,644.755653
5077.320916,No,Unemployed,0,73,26,84,525.6
12427.39371,No,Medical Leave,15818,107,24,99,333.886816
10990.59477,No,Employed,44552,137,7,42,311.103582
3435.25008,No,Employed,64348,86,25,18,212.391975
6624.61183,No,Unemployed,0,62,27,53,297.6
5757.442258,Yes,Employed,88997,72,9,71,174.041566
2691.568951,No,Employed,77411,67,30,63,257.900458
2886.451602,Yes,Retired,10312,78,10,63,486.278557
5341.438779,No,Unemployed,0,72,4,11,345.6
4160.018087,No,Employed,96263,103,5,5,1.924709
2846.24535,No,Employed,28919,72,18,11,518.4
4770.256564,No,Unemployed,0,68,2,28,326.4
5059.616223,No,Employed,41869,64,5,52,262.12205
9095.744565,No,Unemployed,0,128,5,76,921.6
2688.863963,No,Employed,32808,68,1,88,541.695658
8277.637562,No,Employed,79780,68,11,58,326.4
9057.935331,No,Employed,91025,112,26,37,327.682669
3801.750407,No,Employed,33043,95,15,90,456
9339.341599,No,Employed,69442,118,26,6,1265.570302
2520.12318,No,Unemployed,0,70,18,47,63.043197
4984.095342,No,Unemployed,0,70,25,48,336
2595.747991,No,Employed,47234,65,11,34,15.631363
7437.693335,No,Employed,86863,92,27,26,441.6
14536.78759,No,Employed,25805,66,25,0,375.866091
5913.305869,No,Employed,43676,76,19,7,364.8
2771.663013,No,Employed,59855,74,30,82,355.2
29194.36639,No,Employed,35296,126,19,11,452.616872
9880.38582,No,Employed,36576,125,11,73,113.450122
15114.40241,Yes,Medical Leave,28513,100,4,22,480
5759.91084,No,Employed,85448,72,16,76,16.03451
8495.164213,No,Employed,23791,110,11,71,615.27228
4381.184212,No,Employed,20597,112,31,46,615.256301
6997.827397,No,Employed,56940,87,11,10,512.66245
11430.58845,No,Employed,93210,71,35,62,74.523935
7482.486135,No,Employed,48992,94,30,0,426.072946
8596.916624,No,Employed,53736,71,2,20,169.287785
7854.960831,No,Employed,25378,66,22,32,419.464143
2582.408525,Yes,Employed,76731,64,2,68,201.455005
2275.363967,No,Unemployed,0,64,11,85,662.69318
4118.588554,Yes,Employed,69379,103,14,79,494.4
12157.32992,Yes,Employed,57449,103,6,28,494.4
5152.819636,No,Unemployed,0,68,7,31,326.4
6512.976472,No,Unemployed,0,93,30,70,669.6
27789.69235,Yes,Employed,33806,89,32,59,395.729716
4191.966092,No,Employed,77048,103,20,41,141.199465
10928.40709,No,Employed,74965,90,20,93,58.557552
7615.381271,No,Employed,34095,63,5,99,302.4
2004.350666,Yes,Unemployed,0,66,16,35,316.8
2434.681155,No,Employed,96045,61,24,35,8.582971
14195.36028,No,Employed,86355,118,27,86,285.418473
9427.684903,No,Employed,27824,118,32,9,566.4
11982.42085,No,Employed,42995,101,10,22,410.508316
3102.789546,No,Employed,21235,79,18,56,244.23135
4222.631209,No,Employed,74585,106,1,49,218.598065
4023.814439,No,Employed,41833,103,28,43,643.826716
5297.151805,No,Medical Leave,23908,70,18,57,336
21423.63723,Yes,Unemployed,0,65,9,31,312
4416.206243,No,Employed,61953,113,5,63,497.047297
4639.035171,No,Unemployed,0,142,5,87,1022.4
4863.544585,No,Unemployed,0,137,25,45,657.6
25830.90982,No,Employed,73760,107,16,3,230.245772
2974.314896,No,Employed,23333,74,8,43,5.622751
2064.458781,No,Unemployed,0,61,6,30,292.8
10064.60828,No,Employed,20440,128,11,54,614.4
5500.01251,No,Employed,86073,136,3,32,333.5671
5489.214062,No,Employed,50943,139,18,14,667.2
2612.756658,No,Disabled,19003,71,29,21,34.651305
8573.463947,No,Employed,46703,108,0,48,678.100487
24127.50402,Yes,Medical Leave,14072,71,13,3,511.2
8550.386579,No,Employed,21733,73,17,37,525.6
2308.648034,No,Medical Leave,20811,61,33,61,292.8
4254.620669,Yes,Disabled,11904,61,34,11,292.8
8982.850377,No,Employed,43490,114,24,63,174.588413
7868.165983,No,Employed,57340,67,7,19,159.391681
7704.248723,No,Employed,49088,97,4,46,698.4
10552.16999,No,Employed,47761,131,2,54,232.711071
11681.37428,No,Employed,70930,99,2,21,190.43446
8737.837514,No,Employed,61281,110,7,16,79.865605
5454.890731,No,Unemployed,0,82,4,77,393.6
7705.283329,No,Employed,25290,66,0,4,382.085897
7039.262387,No,Employed,24239,88,25,5,48.348319
8838.085637,Yes,Employed,82664,114,24,10,133.425609
8733.527338,No,Employed,83210,110,0,25,528
9597.474777,No,Employed,38736,81,7,35,561.414794
4506.660224,No,Unemployed,0,66,0,10,316.8
17857.97233,No,Employed,55437,64,5,78,445.287788
4737.871725,No,Unemployed,0,130,0,93,23.820158
5426.136238,No,Unemployed,0,71,33,83,407.99684
7998.143771,No,Employed,29066,100,13,51,844.229478
2897.620704,No,Employed,54337,72,27,7,345.6
11599.50219,No,Employed,67616,96,25,17,340.306584
15147.93055,No,Employed,41082,63,23,94,106.647493
5435.767832,No,Unemployed,0,73,12,71,626.116259
2725.356404,Yes,Employed,36650,69,2,70,56.60333
13297.71225,No,Employed,50631,112,19,12,784.65781
9927.049694,No,Medical Leave,19592,92,31,63,441.6
17771.54902,No,Unemployed,0,114,30,1,547.2
18269.27017,No,Employed,55761,115,22,73,86.27772
2722.210707,Yes,Medical Leave,17576,71,29,70,398.502948
7083.212357,No,Employed,41449,89,15,45,63.516572
10179.71704,Yes,Retired,14290,271,20,40,1300.8
5889.509098,No,Employed,62007,73,4,7,120.015609
15771.39342,No,Medical Leave,21921,206,14,44,1254.137899
5288.173294,No,Employed,42621,66,8,3,316.8
27580.55396,No,Unemployed,0,87,16,41,417.6
7778.532347,No,Employed,63786,196,30,81,798.002689
7341.861257,No,Unemployed,0,104,1,48,82.041684
7919.197048,No,Employed,82877,99,8,89,22.819088
2163.870179,No,Unemployed,0,63,0,75,302.4
9787.808819,No,Retired,10475,88,13,81,422.4
5207.640754,No,Employed,21952,66,20,31,316.8
21147.27716,No,Employed,49721,132,18,49,639.971388
12280.76661,Yes,Employed,88340,102,16,1,489.6
2441.394244,No,Unemployed,0,65,7,28,312
6535.560574,No,Unemployed,0,65,14,62,468
9206.598256,No,Retired,24589,82,33,39,511.497882
4118.588554,Yes,Employed,69379,103,14,79,494.4
4838.208972,No,Employed,73769,61,24,95,239.540223
4625.548098,No,Employed,66670,114,23,6,518.180364
14042.103,No,Employed,88854,118,6,50,715.252366
7546.613549,No,Employed,31266,193,6,79,926.4
2514.59196,Yes,Employed,43860,65,15,58,156.124914
5170.358435,No,Employed,89284,133,4,62,402.070719
13917.37715,No,Employed,67267,89,31,10,94.814032
11318.13083,No,Employed,79270,95,28,61,456
4276.363627,No,Employed,36692,109,1,6,523.2
4322.240343,No,Unemployed,0,119,0,37,571.2
8002.308333,Yes,Unemployed,0,107,3,65,513.6
3885.456401,Yes,Unemployed,0,105,3,92,504
4471.778239,No,Unemployed,0,135,8,14,972
8496.352846,No,Employed,44624,71,10,79,73.883044
22500.88348,No,Unemployed,0,71,1,23,340.8
16301.9676,Yes,Retired,19614,85,21,32,574.024018
2319.735908,No,Unemployed,0,64,31,53,632.715382
8717.049833,Yes,Employed,83846,74,22,94,355.2
2860.111745,No,Employed,51159,72,4,61,4.238626
2453.408288,No,Employed,83772,62,13,76,42.248087
5989.773931,Yes,Employed,66839,154,33,24,739.2
24980.22553,No,Employed,88440,70,19,30,27.145151
7482.639506,No,Employed,25666,63,7,30,270.002766
2457.576007,No,Employed,52926,61,2,92,292.8
2379.741171,No,Unemployed,0,67,16,90,494.946438
8286.964421,No,Employed,40001,70,26,7,142.567008
2393.915369,Yes,Unemployed,0,70,24,10,425.266308
4657.159469,No,Disabled,18024,65,13,1,312
13197.92893,Yes,Unemployed,0,68,19,2,326.4
2803.916726,No,Medical Leave,23220,74,3,73,251.334247
8646.504109,Yes,Employed,64125,108,3,44,369.818708
7425.870642,No,Employed,58042,62,14,88,161.419528
4528.737362,No,Employed,90034,112,5,86,537.6
2227.072755,Yes,Retired,27972,61,7,38,292.8
7292.948758,No,Unemployed,0,65,6,45,312
3184.355246,No,Employed,50989,80,3,11,255.999709
11315.20373,Yes,Disabled,11885,101,18,39,484.8
2530.705137,Yes,Employed,89451,63,11,2,61.769564
18361.55525,No,Unemployed,0,182,3,56,1310.4
8641.530036,No,Employed,78904,109,10,38,250.001424
3278.53188,No,Employed,70247,83,13,19,141.799422
5271.982116,No,Employed,32653,67,4,25,321.6
3763.637743,No,Employed,93595,97,15,30,49.797016
13955.56961,No,Employed,90279,115,7,64,372.175592
5001.527484,No,Unemployed,0,72,3,56,542.14385
7082.830426,No,Employed,53310,189,26,33,1360.8
7619.482766,No,Unemployed,0,105,5,42,504
12550.88198,No,Employed,22234,160,0,92,768
32196.60037,No,Employed,91375,99,22,89,72.632934
6793.77405,No,Employed,22250,86,10,36,720.601429
5272.319663,No,Unemployed,0,80,9,69,576
6265.343299,Yes,Unemployed,0,84,18,25,481.025786
8547.586142,No,Employed,51179,71,10,25,466.176731
2787.423683,No,Employed,38667,72,8,67,159.266473
4626.801093,Yes,Employed,79487,114,20,87,547.2
8663.363959,No,Employed,67763,107,28,10,41.283167
3872.222217,No,Unemployed,0,62,8,81,503.808329
5170.811494,No,Unemployed,0,71,5,20,859.599411
8960.280213,No,Employed,71943,112,8,51,305.653785
5471.83429,No,Employed,53526,68,27,69,278.902846
34931.00171,No,Employed,35005,295,14,46,1416
2620.392335,No,Employed,24721,67,3,76,139.963594
19069.49954,No,Unemployed,0,102,29,72,734.4
5757.442258,Yes,Employed,88997,72,9,71,174.041566
40224.01359,No,Employed,48587,111,7,14,532.8
2701.488341,No,Employed,76310,67,1,33,321.6
3712.430479,No,Employed,73205,92,9,18,37.299865
21850.84002,No,Employed,51056,78,27,86,95.816516
7840.165778,Yes,Employed,58414,210,7,24,1008
8237.037945,No,Medical Leave,23940,107,13,34,513.6
2243.473907,No,Unemployed,0,62,26,18,446.4
8434.464067,No,Employed,44216,71,24,36,72.205362
2227.072755,Yes,Retired,27972,61,7,38,292.8
5170.025981,No,Unemployed,0,69,27,48,331.2
2641.446062,No,Employed,29305,66,1,38,475.2
2790.682957,No,Employed,53882,69,14,33,331.2
2745.129849,No,Employed,91757,69,29,58,331.2
7579.532717,No,Employed,33906,64,25,49,401.592109
10978.78028,No,Employed,68158,139,28,87,253.183568
8255.060054,No,Unemployed,0,134,24,86,643.2
4747.734642,No,Employed,42165,123,22,66,799.673766
3540.90425,No,Unemployed,0,101,24,11,727.2
3436.134281,Yes,Employed,30817,88,25,43,91.834668
2582.185301,No,Employed,68074,65,12,62,27.987867
44771.29936,No,Unemployed,0,131,20,59,842.391832
7396.283653,No,Employed,71135,92,11,64,270.563995
4330.799785,No,Unemployed,0,61,30,35,292.8
9075.768214,Yes,Employed,37722,116,8,23,158.077504
14635.45158,Yes,Unemployed,0,139,5,56,667.2
5609.082494,No,Employed,44705,71,21,63,148.173152
11565.68747,No,Employed,64642,96,3,79,404.265696
2771.045031,Yes,Employed,50071,71,3,32,18.918935
8507.128824,No,Employed,46754,106,5,70,513.818403
7582.113842,Yes,Employed,64801,64,23,19,268.471802
3323.092454,No,Employed,70410,83,25,13,131.828507
5234.331741,No,Employed,66957,131,31,4,628.8
24709.59957,No,Employed,24213,78,11,28,374.4
3123.080994,Yes,Unemployed,0,101,1,83,960.115399
2551.226692,Yes,Employed,79751,63,15,67,392.235698
7247.713672,No,Employed,86122,182,33,54,873.6
4538.847818,No,Employed,82297,116,5,62,0.382107
2687.314108,No,Employed,82210,68,33,46,51.961915
8730.421977,No,Employed,43259,73,12,18,350.4
8332.730557,No,Unemployed,0,79,7,72,379.2
2357.747015,No,Disabled,25064,62,17,34,297.6
4637.164036,No,Employed,25816,119,18,63,571.2
5357.192698,No,Unemployed,0,73,14,74,350.853987
5391.970996,No,Employed,41662,69,27,73,217.973168
3694.140498,No,Employed,96170,92,8,86,441.6
5040.412436,No,Employed,46072,64,0,61,25.934064
27495.42188,No,Employed,37931,99,8,31,475.2
4842.284965,No,Employed,35127,62,9,21,297.6
2678.058299,No,Employed,72450,66,21,58,84.218363
5227.101938,No,Employed,93087,131,14,25,628.8
2590.096027,No,Employed,22398,67,23,76,321.6
10536.07798,No,Employed,92983,87,9,77,153.205591
8581.278701,No,Medical Leave,27689,239,0,72,2893.239678
9463.113263,No,Employed,69654,118,10,50,629.532731
13441.00637,No,Employed,80744,111,15,19,361.284757
3886.504807,No,Unemployed,0,112,13,59,1185.988301
6784.89369,No,Unemployed,0,64,7,5,460.8
23594.6802,Yes,Employed,76358,66,25,3,86.461582
2538.62632,Yes,Retired,18608,71,13,24,340.8
5639.941974,Yes,Employed,73168,70,21,50,425.800112
2459.171724,No,Employed,21190,65,24,68,312
2667.270014,No,Employed,94041,66,14,11,159.756733
13778.36933,No,Employed,91474,113,9,99,24.087774
4923.18169,No,Employed,61469,63,16,65,302.4
2272.335352,No,Medical Leave,16618,62,0,40,219.288706
14895.39798,No,Employed,48081,188,31,12,881.360959
9756.044954,No,Employed,67632,121,0,44,26.951627
9422.974113,No,Employed,34115,119,6,73,466.122541
3837.357574,No,Medical Leave,23051,99,31,86,475.2
10952.13189,No,Medical Leave,23748,99,0,24,607.095655
8159.136579,No,Employed,40589,69,23,68,331.2
19480.49981,No,Employed,50809,83,29,58,290.381707
3919.366722,Yes,Employed,66676,97,0,40,558.099357
7985.14214,No,Employed,52339,70,7,55,336
12168.74492,Yes,Retired,14973,115,2,75,828
5849.321498,No,Unemployed,0,83,2,47,540.514115
5085.836595,No,Employed,31546,65,4,83,100.049832
2903.939763,No,Employed,67763,73,17,69,59.861963
31162.6933,No,Employed,83170,97,0,53,344.118069
3086.873854,No,Medical Leave,19464,84,10,94,871.505797
5178.704151,No,Employed,66943,65,33,10,53.084753
14024.35839,Yes,Employed,81872,115,10,55,256.43803
10640.93932,No,Employed,50450,90,11,68,135.892444
4949.803822,No,Employed,21342,62,34,72,74.350893
8595.665294,No,Employed,34621,108,21,32,621.464468
22951.892,No,Employed,62396,64,13,18,307.2
3792.13031,No,Employed,97212,93,28,61,360.05589
2755.747968,No,Employed,49648,70,0,23,65.954813
4880.339614,No,Employed,97984,61,1,36,407.450118
9051.905275,No,Employed,26308,114,10,30,547.2
10115.44622,No,Employed,63528,256,15,23,1228.8
8269.075366,No,Medical Leave,20225,114,27,64,547.2
8071.65295,No,Unemployed,0,112,3,84,806.4
7726.993623,No,Employed,87620,64,3,15,24.063693
8311.1359,No,Unemployed,0,72,22,79,311.329282
2574.020376,Yes,Employed,34990,65,23,73,42.689135
5727.327124,No,Employed,99934,71,9,12,460.323855
5441.42013,No,Employed,85702,67,9,74,249.085887
2744.519593,No,Employed,94648,69,19,64,331.2
5636.740347,No,Employed,24516,71,11,23,300.607591
16870.3882,No,Employed,61063,85,21,4,262.504882
2738.001957,No,Unemployed,0,74,27,91,263.365432
4644.700497,No,Unemployed,0,64,23,71,307.2
4746.686506,No,Disabled,15169,63,34,15,302.4
16874.32815,No,Employed,55390,71,34,29,256.268091
2387.60606,No,Disabled,27592,62,6,29,297.6
2504.907557,No,Employed,88264,62,8,34,297.6
4591.625938,No,Employed,83297,113,6,28,542.4
13092.58578,No,Unemployed,0,188,35,82,1353.6
9112.266649,No,Unemployed,0,90,21,21,432
4165.166581,No,Employed,55897,104,33,5,499.2
2659.980563,No,Employed,21297,71,26,56,45.507952
11986.59212,No,Employed,87560,98,4,86,470.4
