State,Customer Lifetime Value,Coverage,Monthly Premium Auto,Total Claim Amount,Vehicle Class,Vehicle Size
California,6948.422239,Basic,196,1337.063487,Luxury SUV,Large
Washington,2896.918767,Basic,74,355.2,Two-Door Car,Medsize
Oregon,21903.91364,Extended,79,125.194389,Four-Door Car,Large
Nevada,9028.821403,Basic,113,235.220971,Sports Car,Medsize
Oregon,5303.759534,Extended,76,395.34111,Four-Door Car,Large
Washington,4165.354461,Premium,113,542.4,Four-Door Car,Small
Nevada,5123.768112,Basic,74,772.798511,Two-Door Car,Medsize
Oregon,9492.342964,Extended,132,633.6,SUV,Medsize
Oregon,8204.863191,Basic,73,350.4,Four-Door Car,Medsize
Arizona,9877.295699,Extended,131,168.517149,Sports Car,Small
California,4815.009736,Basic,64,307.2,Four-Door Car,Medsize
California,6277.011679,Extended,88,633.6,Four-Door Car,Medsize
California,8260.639809,Basic,105,504,SUV,Medsize
Nevada,2549.450038,Extended,78,845.654042,Four-Door Car,Small
Washington,4502.679656,Basic,114,92.915251,SUV,Medsize
Oregon,3803.921781,Basic,100,668.29397,Sports Car,Medsize
Oregon,8635.4035,Basic,117,700.901632,SUV,Medsize
Oregon,5510.558964,Basic,73,525.6,Four-Door Car,Large
Nevada,3585.884123,Extended,91,25.299,Four-Door Car,Small
Nevada,4889.25278,Basic,63,375.330097,Four-Door Car,Medsize
Oregon,2756.941661,Basic,74,418.233667,Four-Door Car,Medsize
Nevada,3289.547398,Extended,86,398.240791,Two-Door Car,Medsize
California,10937.1785,Extended,138,938.513425,Sports Car,Medsize
California,7375.567916,Basic,65,338.619869,Four-Door Car,Medsize
California,10110.77818,Extended,90,339.344531,Two-Door Car,Large
Oregon,5119.414293,Basic,65,302.818833,Four-Door Car,Medsize
California,8533.832013,Basic,113,619.165344,SUV,Medsize
Nevada,2224.768,Basic,68,326.4,Four-Door Car,Medsize
Arizona,8042.803784,Basic,100,259.561195,Sports Car,Medsize
Oregon,2554.437138,Basic,70,336,Four-Door Car,Small
Oregon,18073.93999,Extended,76,364.8,Two-Door Car,Small
California,2430.506586,Basic,61,179.161843,Four-Door Car,Medsize
Oregon,3167.658442,Extended,92,662.4,Four-Door Car,Medsize
Arizona,5465.603983,Basic,68,75.501852,Four-Door Car,Medsize
California,10357.51422,Extended,131,306.983596,SUV,Small
California,2537.813878,Basic,65,84.026848,Four-Door Car,Medsize
Arizona,2821.947219,Basic,70,139.489926,Four-Door Car,Medsize
Arizona,7757.128146,Premium,111,607.4459,Two-Door Car,Medsize
Arizona,4079.132667,Premium,114,631.124372,Two-Door Car,Medsize
Arizona,5955.544552,Extended,83,628.023494,Four-Door Car,Medsize
Oregon,14158.61364,Basic,70,336,Two-Door Car,Medsize
Nevada,8487.238032,Basic,74,426.655599,Two-Door Car,Medsize
Arizona,6285.476868,Extended,80,91.417923,Four-Door Car,Medsize
Oregon,11473.48149,Extended,95,317.844812,Two-Door Car,Medsize
Washington,2310.882998,Basic,64,460.8,Four-Door Car,Medsize
Oregon,23594.6802,Basic,66,86.461582,Four-Door Car,Medsize
Washington,2514.59196,Basic,65,156.124914,Four-Door Car,Medsize
Arizona,5380.898636,Basic,67,321.6,Four-Door Car,Medsize
California,4770.550911,Basic,65,362.774545,Two-Door Car,Medsize
Arizona,6756.651404,Extended,86,221.856184,Four-Door Car,Medsize
Arizona,5936.011773,Extended,84,980.169081,Four-Door Car,Medsize
Arizona,3570.760509,Extended,88,614.675906,Four-Door Car,Small
California,6019.960469,Extended,92,662.4,Four-Door Car,Medsize
Oregon,5426.863953,Basic,69,331.2,Two-Door Car,Small
Oregon,2730.313804,Basic,68,145.252168,Four-Door Car,Large
California,4982.681374,Basic,62,374.240783,Four-Door Car,Medsize
Oregon,8769.266756,Basic,74,355.2,Four-Door Car,Large
Nevada,4220.613534,Premium,110,528,Two-Door Car,Medsize
Arizona,11537.50507,Extended,86,619.2,Two-Door Car,Medsize
California,5887.182043,Basic,73,80.669257,Four-Door Car,Medsize
California,4700.583771,Basic,117,561.6,SUV,Medsize
Oregon,10963.95723,Premium,276,1324.8,Luxury SUV,Medsize
Arizona,2523.171245,Basic,70,504,Four-Door Car,Small
Nevada,3757.804716,Extended,96,460.8,Four-Door Car,Medsize
Oregon,12941.73353,Basic,106,468.566133,SUV,Medsize
Nevada,3764.465074,Extended,94,842.43785,Two-Door Car,Small
California,6889.557028,Basic,66,475.2,Four-Door Car,Small
Nevada,3623.454198,Basic,111,1171.93117,SUV,Medsize
Arizona,7582.113842,Basic,64,268.471802,Four-Door Car,Medsize
Oregon,8277.74558,Premium,103,494.4,Two-Door Car,Medsize
California,2576.455597,Basic,66,475.2,Four-Door Car,Small
Oregon,8205.387936,Basic,102,138.722385,SUV,Medsize
Oregon,19582.46887,Basic,72,345.6,Four-Door Car,Medsize
Nevada,6481.526576,Extended,81,467.24802,Four-Door Car,Medsize
Oregon,2599.310879,Basic,66,467.503236,Two-Door Car,Small
Oregon,9830.337629,Premium,253,1214.4,Luxury SUV,Medsize
Oregon,10442.65139,Extended,139,667.2,SUV,Small
Oregon,36057.53702,Extended,137,192.085299,Sports Car,Medsize
California,8470.036773,Basic,113,619.973889,SUV,Medsize
California,8278.786492,Premium,110,1002.782553,Four-Door Car,Medsize
California,4788.932598,Basic,67,321.6,Two-Door Car,Medsize
Arizona,3087.999917,Extended,80,384,Four-Door Car,Medsize
Arizona,4443.736209,Premium,113,251.774574,Four-Door Car,Medsize
Oregon,7984.086473,Basic,72,866.208321,Two-Door Car,Large
Oregon,7180.971028,Basic,180,1210.920949,Luxury SUV,Medsize
California,15656.03434,Extended,130,599.648466,SUV,Medsize
Oregon,5780.182197,Basic,74,787.993313,Four-Door Car,Medsize
California,20714.94043,Extended,203,2027.724442,Luxury Car,Small
Nevada,5337.352409,Extended,86,619.2,Four-Door Car,Small
Arizona,5050.826183,Basic,69,72.852047,Two-Door Car,Medsize
Arizona,5116.624022,Basic,68,449.819671,Four-Door Car,Medsize
Oregon,7268.736958,Basic,63,302.4,Two-Door Car,Medsize
Oregon,2616.613903,Basic,66,316.8,Two-Door Car,Medsize
Oregon,3738.436222,Basic,102,489.6,SUV,Medsize
California,2725.356404,Basic,69,56.60333,Four-Door Car,Large
Arizona,5453.861203,Basic,68,259.060862,Four-Door Car,Medsize
Arizona,6846.150323,Extended,95,456,Two-Door Car,Large
Oregon,6172.914199,Extended,76,364.8,Four-Door Car,Small
Arizona,10346.32454,Extended,98,470.4,Four-Door Car,Large
Nevada,6997.008618,Extended,88,299.356083,Four-Door Car,Small
Arizona,4196.257691,Premium,111,699.1679,Four-Door Car,Medsize
Oregon,7858.109763,Basic,104,117.959654,SUV,Medsize
Oregon,6064.343994,Extended,86,545.240341,Four-Door Car,Medsize
California,17497.52201,Basic,73,350.4,Two-Door Car,Medsize
Oregon,8970.647312,Basic,118,328.231432,SUV,Medsize
Oregon,5923.117229,Basic,73,66.568642,Two-Door Car,Medsize
Oregon,35850.59935,Basic,192,1382.4,Luxury Car,Medsize
Washington,4331.460674,Basic,106,722.178166,SUV,Medsize
Arizona,13309.33517,Extended,127,609.6,SUV,Medsize
California,4528.50489,Premium,113,542.4,Four-Door Car,Small
Oregon,2791.906514,Basic,74,532.8,Four-Door Car,Small
Washington,8092.87696,Basic,102,369.614729,SUV,Medsize
Arizona,7996.00748,Extended,99,655.41333,Four-Door Car,Medsize
Arizona,5129.738992,Basic,65,312,Four-Door Car,Small
California,5697.175238,Basic,72,345.6,Four-Door Car,Medsize
Oregon,9217.130629,Basic,115,673.34265,SUV,Medsize
Oregon,10208.92761,Extended,129,619.2,SUV,Medsize
Oregon,4170.687348,Basic,107,513.6,SUV,Large
Oregon,4505.405812,Basic,115,23.810491,SUV,Medsize
California,3107.568648,Extended,94,451.2,Two-Door Car,Medsize
Arizona,5528.664986,Basic,73,350.4,Two-Door Car,Medsize
California,5045.866663,Basic,64,307.2,Four-Door Car,Medsize
California,2962.722482,Extended,85,408,Four-Door Car,Medsize
California,8665.956372,Basic,108,231.922173,SUV,Small
Arizona,11413.44115,Premium,161,772.8,Sports Car,Small
California,15488.43196,Basic,109,664.980242,SUV,Small
Washington,6048.574243,Basic,61,292.8,Four-Door Car,Medsize
Oregon,5934.741492,Premium,147,46.492039,SUV,Small
Nevada,3543.232138,Extended,90,432,Four-Door Car,Medsize
California,3490.028304,Extended,87,78.085149,Four-Door Car,Medsize
California,3683.099864,Basic,101,564.466556,Sports Car,Medsize
California,5989.773931,Premium,154,739.2,Sports Car,Medsize
California,12500.84302,Premium,165,792,SUV,Medsize
Oregon,8609.158215,Basic,107,289.040734,SUV,Medsize
Oregon,2497.45507,Basic,64,155.938593,Two-Door Car,Medsize
California,7019.177186,Basic,63,302.4,Four-Door Car,Medsize
Oregon,5387.926265,Basic,67,326.549425,Two-Door Car,Small
Oregon,6165.557517,Extended,88,653.65668,Two-Door Car,Small
California,2730.20294,Basic,69,103.935601,Four-Door Car,Medsize
Arizona,5162.116944,Basic,73,809.532341,Four-Door Car,Small
Oregon,7937.064822,Basic,67,321.6,Two-Door Car,Medsize
Oregon,8608.157233,Basic,110,528,Sports Car,Small
Oregon,2632.545795,Basic,65,312,Two-Door Car,Small
Oregon,7785.004214,Extended,99,580.72531,Four-Door Car,Small
Washington,8255.76385,Basic,103,59.987126,SUV,Medsize
Oregon,4980.825042,Basic,62,238.005074,Four-Door Car,Small
Arizona,7457.237794,Basic,198,1577.674417,Luxury Car,Small
Washington,12302.76244,Basic,62,245.447622,Four-Door Car,Medsize
California,6862.508337,Extended,88,135.26125,Four-Door Car,Large
Nevada,9048.983447,Basic,119,571.2,Sports Car,Medsize
California,5548.031892,Basic,69,331.2,Four-Door Car,Medsize
Oregon,8312.681598,Basic,118,566.4,SUV,Medsize
California,2389.980951,Basic,62,297.6,Four-Door Car,Medsize
California,4458.113369,Basic,65,312,Four-Door Car,Medsize
Nevada,5295.741716,Extended,135,637.063458,Sports Car,Medsize
Arizona,3839.606117,Basic,112,537.6,SUV,Medsize
California,3731.504584,Extended,96,460.8,Four-Door Car,Large
California,2778.903705,Basic,70,75.936096,Two-Door Car,Medsize
Oregon,4016.541995,Basic,111,799.2,SUV,Large
Washington,8236.917193,Premium,106,603.058114,Four-Door Car,Large
Nevada,2491.317024,Basic,62,67.530904,Four-Door Car,Large
Oregon,2908.875917,Basic,73,312.921256,Four-Door Car,Medsize
Arizona,4282.947971,Basic,109,166.937747,SUV,Medsize
Oregon,8341.623748,Premium,118,566.4,Four-Door Car,Medsize
Arizona,5090.781344,Basic,63,135.382194,Four-Door Car,Medsize
Oregon,7366.1883,Basic,62,17.742954,Four-Door Car,Large
Oregon,2436.875126,Basic,61,1.838367,Two-Door Car,Small
California,8852.688689,Basic,74,197.776009,Four-Door Car,Medsize
Oregon,23875.47675,Basic,108,612.102262,SUV,Medsize
Oregon,5600.496541,Basic,69,331.2,Two-Door Car,Small
California,4636.54647,Basic,66,316.8,Two-Door Car,Medsize
Nevada,7573.345057,Premium,110,1193.036154,Four-Door Car,Large
California,14696.63549,Extended,125,600,SUV,Medsize
Washington,12298.6863,Basic,113,542.4,SUV,Medsize
California,7724.840065,Premium,193,926.4,SUV,Medsize
Oregon,5946.670679,Basic,74,392.6364,Four-Door Car,Medsize
Oregon,8000.545061,Basic,100,215.226476,Sports Car,Small
Arizona,6457.560953,Extended,81,160.598662,Four-Door Car,Medsize
Arizona,7281.44014,Basic,69,371.803029,Four-Door Car,Medsize
California,2592.437797,Basic,65,312,Four-Door Car,Small
Nevada,4678.423394,Premium,116,443.670399,Four-Door Car,Small
Oregon,13869.92705,Basic,118,612.300581,SUV,Small
Nevada,8717.777831,Premium,108,290.391526,Four-Door Car,Medsize
California,5233.986808,Basic,65,316.795337,Four-Door Car,Medsize
Nevada,4764.189722,Basic,67,405.527937,Four-Door Car,Medsize
Oregon,2472.469209,Basic,62,208.598246,Four-Door Car,Medsize
Washington,5608.316348,Basic,72,345.6,Four-Door Car,Large
California,5505.057003,Basic,68,301.437365,Two-Door Car,Medsize
Oregon,2606.208503,Basic,66,456.473115,Two-Door Car,Large
Arizona,10481.94383,Extended,88,152.338562,Four-Door Car,Medsize
California,3256.766388,Extended,89,491.755368,Four-Door Car,Small
California,30475.78048,Extended,128,48.517439,Sports Car,Medsize
Nevada,6364.902164,Extended,84,430.375049,Two-Door Car,Small
Arizona,9468.509337,Extended,88,633.6,Two-Door Car,Medsize
Oregon,5631.451866,Basic,73,350.4,Four-Door Car,Medsize
California,7780.999262,Basic,74,246.489123,Four-Door Car,Medsize
California,9816.528302,Basic,62,128.969729,Four-Door Car,Medsize
Oregon,7519.133631,Extended,95,185.355353,Four-Door Car,Medsize
California,10179.71704,Premium,271,1300.8,Luxury SUV,Medsize
California,2772.839235,Basic,71,9.071305,Four-Door Car,Large
Oregon,4037.501846,Basic,103,133.475315,SUV,Medsize
Washington,21435.87782,Basic,188,902.4,Luxury Car,Large
Oregon,2676.867914,Basic,67,321.6,Four-Door Car,Small
California,2523.959554,Basic,68,623.223617,Two-Door Car,Medsize
California,6988.401604,Extended,89,427.2,Four-Door Car,Small
Washington,2695.963857,Basic,68,326.4,Four-Door Car,Medsize
Arizona,2673.319593,Basic,67,321.6,Four-Door Car,Small
Arizona,12157.32992,Premium,103,494.4,Four-Door Car,Medsize
California,2957.764017,Basic,73,211.336937,Two-Door Car,Medsize
Washington,7433.820995,Basic,63,227.872071,Four-Door Car,Medsize
Nevada,3099.538005,Basic,102,862.762957,SUV,Medsize
Oregon,8415.684559,Basic,107,513.6,SUV,Medsize
Oregon,26843.12452,Extended,97,113.367765,Two-Door Car,Medsize
Oregon,13057.17071,Premium,112,537.6,Four-Door Car,Medsize
Oregon,9599.950239,Extended,131,943.2,SUV,Small
Oregon,8535.108918,Basic,111,117.672722,SUV,Medsize
Arizona,8293.481886,Basic,69,225.145949,Four-Door Car,Medsize
Oregon,6846.150323,Extended,95,456,Two-Door Car,Large
Oregon,6636.859781,Extended,83,182.432565,Four-Door Car,Medsize
Washington,5802.83547,Extended,78,644.755653,Four-Door Car,Small
Arizona,5077.320916,Basic,73,525.6,Two-Door Car,Medsize
Washington,12427.39371,Premium,107,333.886816,Two-Door Car,Medsize
Washington,10990.59477,Extended,137,311.103582,SUV,Medsize
Oregon,3435.25008,Extended,86,212.391975,Two-Door Car,Medsize
Oregon,6624.61183,Basic,62,297.6,Two-Door Car,Medsize
California,5757.442258,Basic,72,174.041566,Four-Door Car,Small
Washington,2691.568951,Basic,67,257.900458,Four-Door Car,Medsize
California,2886.451602,Extended,78,486.278557,Four-Door Car,Large
California,5341.438779,Basic,72,345.6,Four-Door Car,Medsize
Arizona,4160.018087,Basic,103,1.924709,SUV,Small
California,2846.24535,Basic,72,518.4,Four-Door Car,Medsize
Oregon,4770.256564,Basic,68,326.4,Two-Door Car,Medsize
Oregon,5059.616223,Basic,64,262.12205,Two-Door Car,Medsize
Arizona,9095.744565,Extended,128,921.6,SUV,Medsize
California,2688.863963,Basic,68,541.695658,Four-Door Car,Small
California,8277.637562,Basic,68,326.4,Four-Door Car,Medsize
Oregon,9057.935331,Basic,112,327.682669,SUV,Medsize
California,3801.750407,Extended,95,456,Two-Door Car,Medsize
Arizona,9339.341599,Premium,118,1265.570302,Four-Door Car,Small
Oregon,2520.12318,Basic,70,63.043197,Four-Door Car,Medsize
Arizona,4984.095342,Basic,70,336,Four-Door Car,Small
Oregon,2595.747991,Basic,65,15.631363,Four-Door Car,Medsize
Oregon,7437.693335,Extended,92,441.6,Four-Door Car,Medsize
Oregon,14536.78759,Basic,66,375.866091,Four-Door Car,Medsize
Nevada,5913.305869,Extended,76,364.8,Four-Door Car,Medsize
Arizona,2771.663013,Basic,74,355.2,Two-Door Car,Medsize
Arizona,29194.36639,Extended,126,452.616872,SUV,Medsize
Oregon,9880.38582,Extended,125,113.450122,SUV,Medsize
California,15114.40241,Basic,100,480,SUV,Medsize
Oregon,5759.91084,Basic,72,16.03451,Four-Door Car,Medsize
Oregon,8495.164213,Premium,110,615.27228,Two-Door Car,Medsize
California,4381.184212,Premium,112,615.256301,Four-Door Car,Medsize
Arizona,6997.827397,Extended,87,512.66245,Four-Door Car,Small
Oregon,11430.58845,Basic,71,74.523935,Two-Door Car,Large
Oregon,7482.486135,Extended,94,426.072946,Four-Door Car,Medsize
Arizona,8596.916624,Basic,71,169.287785,Two-Door Car,Medsize
Arizona,7854.960831,Basic,66,419.464143,Four-Door Car,Medsize
Oregon,2582.408525,Basic,64,201.455005,Four-Door Car,Medsize
Washington,2275.363967,Basic,64,662.69318,Four-Door Car,Medsize
California,4118.588554,Premium,103,494.4,Two-Door Car,Medsize
Oregon,12157.32992,Premium,103,494.4,Four-Door Car,Medsize
Arizona,5152.819636,Basic,68,326.4,Four-Door Car,Medsize
Nevada,6512.976472,Extended,93,669.6,Two-Door Car,Medsize
Arizona,27789.69235,Extended,89,395.729716,Four-Door Car,Medsize
Washington,4191.966092,Basic,103,141.199465,SUV,Medsize
Oregon,10928.40709,Extended,90,58.557552,Four-Door Car,Medsize
Arizona,7615.381271,Basic,63,302.4,Two-Door Car,Medsize
California,2004.350666,Basic,66,316.8,Four-Door Car,Small
California,2434.681155,Basic,61,8.582971,Four-Door Car,Large
Nevada,14195.36028,Basic,118,285.418473,Sports Car,Large
California,9427.684903,Basic,118,566.4,SUV,Large
California,11982.42085,Basic,101,410.508316,SUV,Medsize
Oregon,3102.789546,Extended,79,244.23135,Two-Door Car,Medsize
California,4222.631209,Basic,106,218.598065,SUV,Medsize
Oregon,4023.814439,Premium,103,643.826716,Four-Door Car,Medsize
California,5297.151805,Basic,70,336,Four-Door Car,Medsize
Oregon,21423.63723,Basic,65,312,Two-Door Car,Medsize
Arizona,4416.206243,Basic,113,497.047297,SUV,Medsize
California,4639.035171,Premium,142,1022.4,SUV,Medsize
Nevada,4863.544585,Extended,137,657.6,SUV,Small
Arizona,25830.90982,Basic,107,230.245772,Sports Car,Medsize
Oregon,2974.314896,Basic,74,5.622751,Four-Door Car,Medsize
California,2064.458781,Basic,61,292.8,Four-Door Car,Medsize
Arizona,10064.60828,Extended,128,614.4,Sports Car,Medsize
Washington,5500.01251,Extended,136,333.5671,Sports Car,Medsize
California,5489.214062,Extended,139,667.2,SUV,Medsize
California,2612.756658,Basic,71,34.651305,Two-Door Car,Medsize
California,8573.463947,Premium,108,678.100487,Four-Door Car,Small
California,24127.50402,Basic,71,511.2,Four-Door Car,Medsize
Oregon,8550.386579,Basic,73,525.6,Four-Door Car,Medsize
Arizona,2308.648034,Basic,61,292.8,Four-Door Car,Medsize
Arizona,4254.620669,Basic,61,292.8,Two-Door Car,Small
Oregon,8982.850377,Basic,114,174.588413,SUV,Medsize
California,7868.165983,Basic,67,159.391681,Four-Door Car,Medsize
California,7704.248723,Extended,97,698.4,Four-Door Car,Small
Nevada,10552.16999,Extended,131,232.711071,SUV,Small
Washington,11681.37428,Extended,99,190.43446,Four-Door Car,Medsize
Arizona,8737.837514,Basic,110,79.865605,SUV,Medsize
Nevada,5454.890731,Extended,82,393.6,Two-Door Car,Large
Arizona,7705.283329,Basic,66,382.085897,Four-Door Car,Medsize
Arizona,7039.262387,Extended,88,48.348319,Four-Door Car,Medsize
California,8838.085637,Basic,114,133.425609,SUV,Medsize
Arizona,8733.527338,Basic,110,528,Sports Car,Large
Oregon,9597.474777,Extended,81,561.414794,Two-Door Car,Small
California,4506.660224,Basic,66,316.8,Four-Door Car,Medsize
Oregon,17857.97233,Basic,64,445.287788,Four-Door Car,Medsize
Washington,4737.871725,Extended,130,23.820158,SUV,Medsize
Oregon,5426.136238,Basic,71,407.99684,Four-Door Car,Medsize
California,7998.143771,Basic,100,844.229478,SUV,Medsize
Nevada,2897.620704,Basic,72,345.6,Four-Door Car,Medsize
Oregon,11599.50219,Extended,96,340.306584,Four-Door Car,Medsize
California,15147.93055,Basic,63,106.647493,Two-Door Car,Medsize
Washington,5435.767832,Basic,73,626.116259,Four-Door Car,Small
Nevada,2725.356404,Basic,69,56.60333,Four-Door Car,Large
Oregon,13297.71225,Basic,112,784.65781,SUV,Medsize
California,9927.049694,Extended,92,441.6,Four-Door Car,Medsize
Washington,17771.54902,Premium,114,547.2,Two-Door Car,Medsize
Arizona,18269.27017,Basic,115,86.27772,Sports Car,Medsize
California,2722.210707,Basic,71,398.502948,Four-Door Car,Medsize
California,7083.212357,Extended,89,63.516572,Four-Door Car,Medsize
California,10179.71704,Premium,271,1300.8,Luxury SUV,Medsize
Nevada,5889.509098,Basic,73,120.015609,Four-Door Car,Medsize
Arizona,15771.39342,Extended,206,1254.137899,Luxury SUV,Large
Arizona,5288.173294,Basic,66,316.8,Four-Door Car,Medsize
Oregon,27580.55396,Extended,87,417.6,Four-Door Car,Large
Washington,7778.532347,Basic,196,798.002689,Luxury SUV,Medsize
California,7341.861257,Basic,104,82.041684,Sports Car,Medsize
California,7919.197048,Extended,99,22.819088,Two-Door Car,Medsize
Arizona,2163.870179,Basic,63,302.4,Two-Door Car,Medsize
Nevada,9787.808819,Extended,88,422.4,Two-Door Car,Small
